                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r24.08.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20250102"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27 
                            model_number                                num_zones                                 star_age                                star_mass                         burn_relr_type_1                          burn_relr_top_1                         burn_relr_type_2                          burn_relr_top_2                         burn_relr_type_3                          burn_relr_top_3                         burn_relr_type_4                          burn_relr_top_4                         burn_relr_type_5                          burn_relr_top_5                         burn_relr_type_6                          burn_relr_top_6                         burn_relr_type_7                          burn_relr_top_7                         burn_relr_type_8                          burn_relr_top_8                         burn_relr_type_9                          burn_relr_top_9                        burn_relr_type_10                         burn_relr_top_10                                    log_R                              num_retries                                num_iters 
                                       1                                      649                  1.0000000000000001E-005                  1.3976513000000002E+000                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  5.3074478412199000E-001                                        0                                        2 
                                     100                                      656                  4.1408986761007136E+003                  1.3976513000000002E+000                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  5.2921127601099616E-001                                        0                                        2 
                                     200                                      855                  3.4260792008792698E+008                  1.3976513000000002E+000                                        3                  4.3160183012889118E-002                                        2                  1.4995351379203531E-001                                        1                  2.3018457444503665E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  8.8016130027214257E-002                                        0                                        5 
                                     300                                      994                  1.8079493374459579E+009                  1.3976513000000002E+000                                        0                  5.2061882347209914E-003                                        1                  2.6502523316504725E-002                                        2                  3.6829397905940149E-002                                        3                  5.4815785344352198E-002                                        2                  1.0118331857867528E-001                                        1                  1.6754415891366645E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  2.3842127013390535E-001                                        0                                        5 
                                     400                                     1224                  2.2426681385996284E+009                  1.3976513000000002E+000                                        0                  7.3657819441523397E-003                                        1                  7.5526315601596727E-003                                        2                  7.7850399542084879E-003                                        3                  8.1043456655447588E-003                                        4                  1.0111984067515990E-002                                        3                  1.1848558658901259E-002                                        2                  1.5252828371080289E-002                                        1                  2.2380825905873581E-002                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  6.0994382072220132E-001                                        0                                        5 
                                     500                                     1315                  2.3197924016197753E+009                  1.3976513000000002E+000                                        0                  4.6807978704642888E-003                                        1                  4.7581301574721674E-003                                        2                  4.8530290721873568E-003                                        3                  4.9763726553072032E-003                                        4                  5.1735690850136197E-003                                        5                  5.8367413049463272E-003                                        4                  6.5852174155602303E-003                                        3                  7.6138121895652361E-003                                        2                  9.5683164498196176E-003                                        1                  1.4770126028988742E-002                  7.7435328600230513E-001                                        0                                        5 
                                     600                                     1377                  2.3530292514455376E+009                  1.3976513000000002E+000                                        0                  3.5781054009979244E-003                                        1                  3.6300661109249601E-003                                        2                  3.6931219995563181E-003                                        3                  3.7733758338632435E-003                                        4                  3.8891579654921162E-003                                        5                  4.6067568102439510E-003                                        4                  5.1505506272981833E-003                                        3                  5.9301869009537201E-003                                        2                  7.3646363499786597E-003                                        1                  1.1140145916240568E-002                  8.8109447791067819E-001                                        0                                        5 
                                     700                                     1401                  2.3719625977352724E+009                  1.3976513000000002E+000                                        0                  2.9038984144513138E-003                                        1                  2.9428402388137630E-003                                        2                  2.9897885335659624E-003                                        3                  3.0489067959857301E-003                                        4                  3.1306108646558936E-003                                        5                  3.8232180381491793E-003                                        4                  4.2661137867067503E-003                                        3                  4.9002010916525734E-003                                        2                  6.0386825736197681E-003                                        1                  9.0744673646662825E-003                  9.6621144238550394E-001                                        0                                        5 
                                     800                                     1465                  2.3841360565132284E+009                  1.3976513000000002E+000                                        0                  2.4416504595451815E-003                                        1                  2.4726343489482210E-003                                        2                  2.5097573502292744E-003                                        3                  2.5560648882182965E-003                                        4                  2.6185317142746359E-003                                        5                  2.7571866080366241E-003                                        6                  2.8721221715658249E-003                                        5                  3.2730927141082248E-003                                        4                  3.6525332119802119E-003                                        3                  4.1884782110872352E-003                  1.0377041014330177E+000                                        0                                        5 
