                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r24.08.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20250102"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27 
                            model_number                                num_zones                                 star_age                                star_mass                         burn_relr_type_1                          burn_relr_top_1                         burn_relr_type_2                          burn_relr_top_2                         burn_relr_type_3                          burn_relr_top_3                         burn_relr_type_4                          burn_relr_top_4                         burn_relr_type_5                          burn_relr_top_5                         burn_relr_type_6                          burn_relr_top_6                         burn_relr_type_7                          burn_relr_top_7                         burn_relr_type_8                          burn_relr_top_8                         burn_relr_type_9                          burn_relr_top_9                        burn_relr_type_10                         burn_relr_top_10                                    log_R                              num_retries                                num_iters 
                                       1                                      670                  1.0000000000000001E-005                  1.4297899000000001E+000                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  4.9165819518879272E-001                                        0                                        2 
                                     100                                      670                  4.1408986761007136E+003                  1.4297899000000001E+000                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  4.9066588918253085E-001                                        0                                        2 
                                     200                                      847                  4.9599134137638855E+008                  1.4297899000000001E+000                                        3                  3.5904479124813170E-002                                        2                  1.2471923814175866E-001                                        1                  2.0005579739570262E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  1.5191506620803877E-001                                        0                                        5 
                                     300                                      964                  2.2046882457074394E+009                  1.4297899000000001E+000                                        0                  8.6924603166260023E-003                                        1                  2.4001239894904818E-002                                        2                  3.1823903729173167E-002                                        3                  4.4716295680138997E-002                                        2                  7.8501376179021198E-002                                        1                  1.4059672440009643E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  3.2304476797419468E-001                                        0                                        5 
                                     400                                     1225                  2.6553879759514995E+009                  1.4297899000000001E+000                                        0                  8.5039573516110644E-003                                        1                  8.7081175785541538E-003                                        2                  8.9621826600146982E-003                                        3                  9.3124615755007280E-003                                        4                  1.1306555688507707E-002                                        3                  1.3174591863705756E-002                                        2                  1.6677640660778609E-002                                        1                  2.4715527509669023E-002                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  5.5307436621345896E-001                                        0                                        5 
                                     500                                     1310                  2.7565362647690167E+009                  1.4297899000000001E+000                                        0                  5.6645983892114607E-003                                        1                  5.7581995014841965E-003                                        2                  5.8728279057638031E-003                                        3                  6.0225273337647760E-003                                        4                  6.2757855765463253E-003                                        5                  6.8348098694485685E-003                                        4                  7.7152490090287270E-003                                        3                  8.8954520971511897E-003                                        2                  1.0992797601294893E-002                                        1                  1.7370440636535887E-002                  7.0039974831076390E-001                                        0                                        5 
                                     600                                     1348                  2.8024850669993639E+009                  1.4297899000000001E+000                                        0                  4.3571924952185148E-003                                        1                  4.4207328096934947E-003                                        2                  4.4977295709780225E-003                                        3                  4.5959441164925129E-003                                        4                  4.7408809938694462E-003                                        5                  5.4234261070308393E-003                                        4                  6.0759328500712790E-003                                        3                  6.9776792711331121E-003                                        2                  8.5032453361744836E-003                                        1                  1.3160468906698633E-002                  8.0447852863801161E-001                                        0                                        5 
                                     700                                     1391                  2.8289453458114390E+009                  1.4297899000000001E+000                                        0                  3.5292757361092457E-003                                        1                  3.5768917638900628E-003                                        2                  3.6342019811329363E-003                                        3                  3.7063763973772591E-003                                        4                  3.8073937607719347E-003                                        5                  4.4908738502583865E-003                                        4                  5.0264984993948084E-003                                        3                  5.7575709450966928E-003                                        2                  6.9498708689332426E-003                                        1                  1.0637383110746728E-002                  8.9026585781264178E-001                                        0                                        5 
                                     800                                     1404                  2.8459419345854306E+009                  1.4297899000000001E+000                                        0                  2.9523555820976282E-003                                        1                  2.9899271451606065E-003                                        2                  3.0350735919489617E-003                                        3                  3.0913623778562990E-003                                        4                  3.1679728174921844E-003                                        5                  3.8257575836133937E-003                                        4                  4.2846914757842759E-003                                        3                  4.8984942074215823E-003                                        2                  5.8777567550408420E-003                                        1                  8.9394879927568935E-003                  9.6381489551725819E-001                                        0                                        5 
